id,name,place,location,landmark,ratings,info,price,tag,accessibility,occupancy,description,reviews,lat,lng,tax
548,RAJ KOTHI JAIPUR,Jaipur,Jaipur,,,,2546.94,,,,,37,26.8489522,75.8042995,
549,LOFT 24 JAIPUR,Jaipur,Jaipur,,,,1573.11,,,,,15,26.8723677,75.7467919,
550,OYO 68571 NAHARGARH PALACE HOTEL JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,51,26.9348686,75.8171855,
551,FABHOTEL THE ROYAL CM PLAZA JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,46,26.932526,75.78736,
552,CASTLE KANOTA JAIPUR,Jaipur,Jaipur,,,,2546.94,,,,,500,26.872221,75.9495004,
553,CAMELLIA A BOUTIQUE HOME JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,300,26.9033695,75.7771034,
554,WELCOMHERITAGE SIRSI HAVELI JAIPUR,Jaipur,Jaipur,,,,2247.3,,,,,78,26.9096981,75.6791797,
555,THE HERITAGE PALACE JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,113,26.90709035,75.79316395,
556,CLARION INN JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,300,27.0302669,75.8950795,
557,HOTEL THE LIVIN (LUXURY BOUTIQUE HOTEL) JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,243,26.939159,75.796813,
558,PINK PEARL RESORT AND FUNCITY JAIPUR,Jaipur,Jaipur,,,,1797.84,,,,,139,26.860591,75.6686362,
559,SNEH DEEP GUEST HOUSE JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,119,26.904157,75.840226,
560,HOTEL LAVANYA HERITAGE JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,30,26.9208263,75.7959528,
561,TREEBO TREND GUMAAN AUBERGE JAIPUR,Jaipur,Jaipur,,,,1273.47,,,,,80,26.926774,75.791655,
562,HOSTEL KARWAAN JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,90,26.903018,75.779765,
563,HERITAGE KHANDWA HAVELI HOTEL JAIPUR,Jaipur,Jaipur,,,,2996.4,,,,,103,26.9440152,75.773806,
564,HOTEL GULAB GARH JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,39,26.933858,75.8342236,
565,THE ASHAPURNA JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,142,26.93597,75.798949,
566,THE UMAID VILAS JAIPUR,Jaipur,Jaipur,,,,4569.51,,,,,1001,26.9205,75.820409,
567,JAIPUR SUNDECK HOSTEL JAIPUR,Jaipur,Jaipur,,,,244,,,,,7,26.897126,75.767309,
568,HOTEL ABHINEET PALACE JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,40,26.9181555,75.791046,
569,HOTEL KRISHNA JAIPUR,Jaipur,Jaipur,,,,3970.23,,,,,22,26.9044535,75.79195545,
570,OYO 1143 HOTEL RDB PALACE JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,130,26.924929,75.787572,
571,ABHI ROOMS JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,8,26.9080591,75.8316761,
572,HOTEL MAYAA MANSION JAIPUR,Jaipur,Jaipur,,,,950,,,,,150,26.9169447,75.8039693,
573,HOTEL HAWA MAHAL JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,105,26.911811,75.787074,
574,LA PREMIER SPA & RESORT JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,65,26.97475181,75.87208766,
575,HOTEL NANGI'S PRIDE JAIPUR,Jaipur,Jaipur,,,,1648.02,,,,,52,26.8361265,75.8039433,
576,THE T T PALACE JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,36,26.9360642,75.8345998,
577,JAIPUR CM A LUXURY BOUTIQUE HOTEL JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,246,26.9365543,75.7900159,
578,HOTEL PARADISE JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,345,26.9479593,75.7734752,
579,CHITCHAT RESTAURANT & GUEST HOUSE JAIPUR,Jaipur,Jaipur,,,,224.73,,,,,72,26.92507148,75.78949732,
580,HOTEL SUMADITYA JAIPUR,Jaipur,Jaipur,,,,1423.29,,,,,16,26.943674,75.7736854,
581,UMAID FARM RESORT-A LEGACY VINTAGE STAY IN JAIPUR,Jaipur,Jaipur,,,,112365,,,,,3000,27.061794,75.7496261,
582,THE AMER VALLEY JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,50,26.9633884,75.8462509,
583,HOTEL WHISPERING PALMS JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,64,26.9701593,75.7734073,
584,HOTEL THE ORION JAIPUR,Jaipur,Jaipur,,,,599.28,,,,,63,26.9265653,75.7900734,
585,ASHOK JAIPUR,Jaipur,Jaipur,,,,3221.13,,,,,70,26.9258482,75.7942305,
586,FABHOTEL VILLA JAIPUR VAISHALI JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,15,26.910968,75.746081,
587,KESAR D VILLA JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,17,26.8484246,75.8012327,
588,HOTEL JAISINGH PALACE JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,98,26.9186404,75.8069102,
589,OYO 2105 HOTEL ROYAL SHERATON JAIPUR,Jaipur,Jaipur,,,,1273.47,,,,,101,26.9304561,75.8283867,
590,HOTEL SURYA GARH JAIPUR,Jaipur,Jaipur,,,,3069,,,,,100,26.9368736,75.8461842,
591,JAGRATI ANANTA EXPRESS JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,150,26.8304731,75.7758327,
592,PADLIA HOUSE JAIPUR,Jaipur,Jaipur,,,,2172.39,,,,,14,26.905382,75.780854,
593,BLUE KING (RTDC) JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,18,26.9294762,75.7935341,
594,FABHOTEL PADMAVATI PALACE JAIPUR,Jaipur,Jaipur,,,,2097.48,,,,,1,26.880348,75.7514803,
595,NILAYA JAIPUR,Jaipur,Jaipur,,,,3000,,,,,320,26.914931,75.7482946,
596,VIDYA VILLA JAIPUR,Jaipur,Jaipur,,,,2846.58,,,,,26,26.9516128,75.7581643,
597,HOTEL BIKANER HAVELI JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,100,26.9407407,75.8364063,
598,OYO 15359 HOTEL KANCHANDEEP JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,103,26.9207086,75.8011211,
599,JAIPUR HOME STAY JAIPUR,Jaipur,Jaipur,,,,1048.74,,,,,23,26.9164624,75.7641279,
600,RAJ RAJESHWARI HAVELI JAIPUR,Jaipur,Jaipur,,,,4045.14,,,,,300,26.924492,75.7528311,
601,HOTEL KONARK JAIPUR,Jaipur,Jaipur,,,,1273.47,,,,,119,26.9251192,75.8026781,
602,BRANSON BACKPACKER HOMESTAY JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,50,26.965494,75.754452,
603,OYO TOWNHOUSE 051 LAL KOTHI JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,170,26.8819155,75.7987304,
604,THE SANEER BOUTIQUE HOTEL JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,216,26.8445859,75.8011357,
605,HOTEL LIBRA JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,184,26.9469339,75.7736639,
606,HOTEL GANGA KRIPA JAIPUR,Jaipur,Jaipur,,,,599.28,,,,,27,26.9165079,75.7918459,
607,AIRPORT SKY INN JAIPUR,Jaipur,Jaipur,,,,674.19,,,,,10,26.8332577,75.8066741,
608,KHERWADI FARM JAIPUR,Jaipur,Jaipur,,,,4120.05,,,,,10,27.0494455,75.8192578,
609,HOTEL NEELAM JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,10,26.920232,75.7990302,
610,OYO 9304 HOTEL SWASTIKA JAIPUR,Jaipur,Jaipur,,,,1048.74,,,,,10,26.9207384,75.7968919,
611,CLUB MAHINDRA JAIPUR,Jaipur,Jaipur,,,,4569.51,,,,,1145,26.8996137,75.7998849,
612,JAS VILAS JAIPUR,Jaipur,Jaipur,,,,5018.97,,,,,987,26.9303494,75.7880161,
613,ANGEL RESORT JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,102,27.066656,75.75224,
614,OM NIWAS JAIPUR,Jaipur,Jaipur,,,,2696.76,,,,,291,26.927671,75.7859552,
615,BUNKSTOP JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,174,26.899349,75.794642,
616,HOTEL RAMSINGH PALACE JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,161,26.9226545,75.7984315,
617,RAWLA RAWATSTAR JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,134,26.9253331,75.801462,
618,ADHBHUT HOTEL JAIPUR,Jaipur,Jaipur,,,,4344.78,,,,,110,26.9906998,75.852642,
619,FABHOTEL DEEPAK RESIDENCY JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,20,26.937275,75.835284,
620,PRIDE AMBER VILAS RESORT & SPA JAIPUR,Jaipur,Jaipur,,,,4944.06,,,,,294,26.769337,75.8374233,
621,HOTEL SAVOY JAIPUR,Jaipur,Jaipur,,,,1423.29,,,,,203,26.916303,75.8143161,
622,HOTEL JAI MAA PALACE JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,274,26.9231678,75.7921556,
623,THE PRIME HOTEL JAIPUR,Jaipur,Jaipur,,,,1423.29,,,,,77,26.9459207,75.8462972,
624,COMFORT INN SAPPHIRE JAIPUR,Jaipur,Jaipur,,,,2771.67,,,,,130,26.9177602,75.8111704,
625,HOUSETEL JAIPUR,Jaipur,Jaipur,,,,674.19,,,,,44,26.9060009,75.8021073,
626,GIRISADAN HOMESTAY JAIPUR,Jaipur,Jaipur,,,,4494.6,,,,,238,26.9125697,75.7965289,
627,THE HOSTELLER JAIPUR,Jaipur,Jaipur,,,,449,,,,,143,26.918242,75.799674,
628,HOZTEL JAIPUR,Jaipur,Jaipur,,,,150,,,,,128,26.930574,75.791244,
629,The Orchid Hotel Mumbai Vile Parle,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,4,,"6,499",,,,,5593,19.07283,72.88261,780
630,Trident Bandra Kurla,Mumbai,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,4.6,,"8,750",,,,,4987,19.066699,72.8679472,
631,ITC Grand Central - A Luxury Collection Hotel,Mumbai,South Mumbai ,Cooper hospital,4.5,,"14,000",,,,,2445,19.07283,72.88261,
632,IRA By Orchid Mumbai ( VITS Mumbai),Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.9,,"5,099",,,,,4707,19.07283,72.88261,612
633,Trident Nariman Point,Mumbai,Marine Drive ,Queen's Necklace - Marine Drive,4.6,,"11,250",,,,,5563,18.9278381,72.8211257,
634,The Lalit Mumbai,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.1,,"11,160",,,,,6468,19.07283,72.88261,"3,000"
635,"Ginger Mumbai, Andheri East",Mumbai,Andheri East ,T1 - Chhatrapati Shivaji International Airport,3.7,,"3,679",,,,,5340,19.1160634,72.8503185,
636,"Taj Santacruz, Mumbai",Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,4.6,,"9,000",,,,,4563,19.0926936,72.8543969,
637,Hotel Surya Prakash,Mumbai,Chembur,,3.9,,"3,939",,,,,121,19.07283,72.88261,968
638,Hilton Mumbai International Airport,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.2,,"9,100",,,,,1686,19.1043696,72.8709345,
639,Holiday Inn Mumbai International Airport,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.3,,"6,999",,,,,2744,19.07283,72.88261,
640,goSTOPS Mumbai - Rooms & Dorms,Mumbai,South Mumbai,,3.9,,816,,,,,1376,,,211
641,The Regale by Tunga,Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,4.1,,"4,427",,,,,4946,19.07283,72.88261,932
642,"Taj Lands End, Mumbai",Mumbai,Bandra West ,Band Stand,4.5,,"11,000",,,,,4222,19.0433959,72.8195286,
643,"Ramada Plaza By Wyndham Palm Grove, Juhu, Mumbai",Mumbai,Juhu ,T1 - Chhatrapati Shivaji International Airport,4.1,,"7,095",,,,,7206,19.07283,72.88261,"2,136"
644,Sahara Star,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,4.2,,"10,400",,,,,7303,19.0956289,72.8539896,"1,872"
645,Qubestay Airport Capsule Hostel | Rooms & Dorms,Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.8,,"1,160",,,,,632,,,341
646,Courtyard by Marriott Mumbai International Airport,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.3,,"7,500",,,,,1829,19.07283,72.88261,
647,The Westin Mumbai Garden City,Mumbai,Goregaon ,T1 - Chhatrapati Shivaji International Airport,4.4,,"9,000",,,,,1431,19.1723617,72.8605305,
648,JW Marriott Mumbai Juhu,Mumbai,Juhu ,T1 - Chhatrapati Shivaji International Airport,4.4,,"12,500",,,,,1731,19.1018394,72.8260472,
649,ITC Maratha - A Luxury Collection Hotel,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.4,,"10,030",,,,,4680,19.07283,72.88261,
650,City Stay,Mumbai,Andheri East ,T1 - Chhatrapati Shivaji International Airport,4.6,,"1,229",,,,,214,19.07283,72.88261,370
651,JW Marriott Mumbai Sahar,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.5,,"9,500",,,,,2139,19.1031373,72.8777603,
652,Radisson Mumbai Andheri MIDC,Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,4.3,,"7,000",,,,,3609,19.07283,72.88261,
653,Sofitel Mumbai BKC- Luxury Brand by Accor,Mumbai,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,4.3,,"8,550",,,,,2276,19.07283,72.88261,"1,539"
654,The Leela Mumbai,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.5,,"10,500",,,,,2861,19.1092433,72.8737582,
655,Novotel Mumbai International Airport,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.4,,"8,299",,,,,102,19.07283,72.88261,
656,Radisson Blu Mumbai International Airport,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.4,,"7,499",,,,,2166,19.1101623,72.878948,
657,Sun-N-Sand,Mumbai,Juhu ,T1 - Chhatrapati Shivaji International Airport,4.2,,"8,835",,,,,2353,19.1093992,72.8241541,"2,660"
658,The St. Regis Mumbai,Mumbai,South Mumbai ,Tata memorial cancer hospital,4.5,,"12,500",,,,,1328,18.9940932,72.8240124,
659,Niranta Airport Transit Hotel & Lounge Terminal 2 Arrivals/Landside,Mumbai,In Mumbai Airport ,,4,,"9,303",,,,,1443,,,"2,501"
660,"Zostel Mumbai
Like a 3",Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,4,,"1,342",,,,,738,19.07283,72.88261,285
661,"President, Mumbai - IHCL SeleQtions",Mumbai,South Mumbai ,Queen's Necklace - Marine Drive,4.4,,"10,400",,,,,2510,19.07283,72.88261,
662,Novotel Mumbai Juhu Beach,Mumbai,Juhu ,T1 - Chhatrapati Shivaji International Airport,3.6,,"8,500",,,,,2306,19.10259,72.82425,
663,Ibis Mumbai Airport - An Accor Brand,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.6,,"6,499",,,,,1990,19.07283,72.88261,
664,"Ginger Mumbai, Andheri (MIDC)",Mumbai,Jogeshwari East ,T2 - Chhatrapati Shivaji International Airport,3.4,,"2,624",,,,,2721,19.07283,72.88261,
665,Lakeside Chalet Marriott Executive Apartments,Mumbai,Powai ,T2 - Chhatrapati Shivaji International Airport,4.1,,"9,000",,,,,362,19.1328351,72.8997134,
666,"Lemon Tree Hotel, Kalina, Mumbai",Mumbai,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,3.3,,"4,975",,,,,324,19.07283,72.88261,"1,806"
667,Ramee Guestline Hotel Juhu,Mumbai,Juhu ,T1 - Chhatrapati Shivaji International Airport,3.6,,"5,275",,,,,3162,19.07283,72.88261,"1,430"
668,Ramee Techome,Mumbai,Khar West ,T1 - Chhatrapati Shivaji International Airport,4,,"6,231",,,,,1173,19.07283,72.88261,"1,273"
669,Shabana,Mumbai,Colaba ,Gateway Of India Mumbai,3.5,,"1,304",,,,,216,18.924126,72.8320891,355
670,Hotel Bawa International,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,4,,"5,000",,,,,1817,19.07283,72.88261,
671,"Ginger Mumbai, Goregaon",Mumbai,Goregaon ,T1 - Chhatrapati Shivaji International Airport,3.8,,"3,224",,,,,478,19.07283,72.88261,
672,Grand Hyatt Mumbai,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,4.3,,"10,000",,,,,1855,19.0775333,72.8514445,
673,Hotel Marine Plaza,Mumbai,Churchgate ,Queen's Necklace - Marine Drive,4.2,,"9,449",,,,,1292,18.9311659,72.8230972,"1,701"
674,"Lemon Tree Premier, Mumbai International Airport, Mumbai",Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.2,,"3,566",,,,,5001,19.07283,72.88261,"1,294"
675,Hotel Airport International,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.7,,"3,255",,,,,3139,19.07283,72.88261,770
676,Dragonfly Hotel - The Art Hotel,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.5,,"3,035",,,,,906,19.07283,72.88261,935
677,Four Seasons Hotel Mumbai,Mumbai,South Mumbai,,4.4,,"49,000",,,,,1863,18.9941181,72.8203598,
678,Gateway Inn | Rooms in an Apartment,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.2,,"1,839",,,,,356,19.07283,72.88261,495
679,"The Oberoi, Mumbai",Mumbai,Marine Drive ,Queen's Necklace - Marine Drive,4.7,,"16,750",,,,,876,18.9269838,72.8205846,
680,Hotel Jyoti Dwelling,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.2,,"2,232",,,,,1539,19.07283,72.88261,456
681,Indie Stays,Mumbai,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,3.9,,"6,975",,,,,1406,19.07283,72.88261,"1,425"
682,Meluha - The Fern,Mumbai,Powai ,T2 - Chhatrapati Shivaji International Airport,4.4,,"7,109",,,,,2189,19.11783,72.9109596,"1,911"
683,Afra dormitory,Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,4.8,,848,,,,,4,19.07283,72.88261,228
684,Hotel Airlink,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.8,,"3,204",,,,,387,19.07283,72.88261,798
685,The Fern Goregaon,Mumbai,Goregaon ,T1 - Chhatrapati Shivaji International Airport,4.2,,"7,988",,,,,1842,19.07283,72.88261,"2,405"
686,Mirage Hotel,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.1,,"6,126",,,,,1820,19.07283,72.88261,"1,251"
687,"RELOhomes | 1 BHK Apartment
Like a 4",Mumbai,Powai ,T2 - Chhatrapati Shivaji International Airport,4.6,,"5,721",,,,,45,19.07283,72.88261,"1,420"
688,Click Hotel Caliph,Mumbai,Powai ,T2 - Chhatrapati Shivaji International Airport,3.3,,"4,500",,,,,834,19.07283,72.88261,
689,HOTEL LEAFIO MARIGOLD,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.7,,"3,162",,,,,1387,19.07283,72.88261,748
690,"Keys Select by Lemon Tree Hotels, Nestor, Mumbai",Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.5,,"3,623",,,,,1528,19.07283,72.88261,"1,288"
691,Hotel Sea Princess,Mumbai,Juhu ,T1 - Chhatrapati Shivaji International Airport,4.1,,"7,952",,,,,1762,19.0931831,72.8278496,"2,138"
692,HOTEL WEGO,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.1,,"3,495",,,,,1335,19.07283,72.88261,"1,128"
693,Rodas - An Ecotel Hotel,Mumbai,Powai ,T2 - Chhatrapati Shivaji International Airport,4.4,,"7,998",,,,,795,19.1185925,72.9116829,"2,150"
694,The Westin Mumbai Powai Lake,Mumbai,Powai ,T2 - Chhatrapati Shivaji International Airport,4.3,,"9,000",,,,,1282,19.1344801,72.901453,
695,Mayura Aureole Co-Living,Mumbai,Goregaon ,T1 - Chhatrapati Shivaji International Airport,4.2,,"1,496",,,,,143,19.07283,72.88261,418
696,Sea Green Hotel,Mumbai,Churchgate ,Queen's Necklace - Marine Drive,3.8,,"4,692",,,,,1203,18.9326798,72.8237555,"1,265"
697,ibis Mumbai Vikhroli - An Accor Brand,Mumbai,Vikhroli West ,T2 - Chhatrapati Shivaji International Airport,3.9,,"6,299",,,,,327,19.07283,72.88261,
698,Aboo's Concord Galaxy,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.3,,"3,228",,,,,798,19.07283,72.88261,831
699,The Paradise by Tunga,Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,4,,"5,864",,,,,1202,19.07283,72.88261,"1,424"
700,Address Dormitory,Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,4,,404,,,,,240,19.07283,72.88261,113
701,Arnna Hotel - Goregaon,Mumbai,Goregaon ,T1 - Chhatrapati Shivaji International Airport,3.8,,"2,919",,,,,135,19.07283,72.88261,830
702,Ramee Guestline Hotel - Dadar,Mumbai,South Mumbai,,4.1,,"6,814",,,,,774,19.07283,72.88261,"1,612"
703,Hotel Metro Palace,Mumbai,Bandra West ,Band Stand,3.6,,"4,064",,,,,1167,19.0563315,72.8342536,495
704,Hotel Manama,Mumbai,South Mumbai ,Gateway Of India Mumbai,3.5,,"3,158",,,,,1566,18.9394214,72.8384104,747
705,Aashiyana Dormitory,Mumbai,South Mumbai ,Gateway Of India Mumbai,3.1,,630,,,,,277,18.9373119,72.8338028,176
706,T24 Residency,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4,,"4,099",,,,,2465,19.1782901,72.8755107,
707,"The Taj Mahal Palace, Mumbai",Mumbai,Colaba ,Gateway Of India Mumbai,4.7,,"27,000",,,,,802,18.921876,72.8330431,
708,The Roa Hotel,Mumbai,Ghatkopar West ,T2 - Chhatrapati Shivaji International Airport,3.7,,"2,976",,,,,1300,19.07283,72.88261,608
709,Hotel Leafio,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.5,,"2,199",,,,,1919,19.07283,72.88261,264
710,The Byke Delotel,Mumbai,Borivali West,,3.8,,"3,183",,,,,419,19.2306853,72.8555533,903
711,The Empresa Hotel,Mumbai,Andheri West ,T1 - Chhatrapati Shivaji International Airport,3.8,,"8,099",,,,,701,19.07283,72.88261,"1,458"
712,HOTEL KOHINOOR PARK,Mumbai,South Mumbai ,Siddhivinayak Temple,3.8,,"3,596",,,,,592,19.07283,72.88261,"1,118"
713,The Altruist Business Hotel (Andheri),Mumbai,Jogeshwari East ,T1 - Chhatrapati Shivaji International Airport,3.6,,"2,763",,,,,1257,19.07283,72.88261,711
714,Hotel Parle International,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.7,,"4,836",,,,,3158,19.07283,72.88261,"1,052"
715,Ocean Dormitory,Mumbai,Asalpha ,T2 - Chhatrapati Shivaji International Airport,3.6,,925,,,,,67,19.07283,72.88261,249
716,Hotel Beacon T2,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.2,,"3,600",,,,,955,19.07283,72.88261,851
717,Hotel Columbus,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.6,,"2,608",,,,,1401,19.07283,72.88261,567
718,Sea Green South Hotel,Mumbai,Churchgate ,Queen's Necklace - Marine Drive,3.9,,"5,583",,,,,985,19.07283,72.88261,"1,389"
719,Hotel Suba International,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.3,,"6,700",,,,,683,19.07283,72.88261,
720,Classic Dormitory,Mumbai,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.8,,572,,,,,123,19.07283,72.88261,145
721,The Resort Mumbai,Mumbai,Madh,,4.2,,"11,811",,,,,3937,19.1743671,72.7963333,"3,556"
722,The Mirador,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.7,,"6,750",,,,,384,19.1108946,72.8605783,810
723,The Sahil Hotel,Mumbai,South Mumbai ,Mumbai Central Bus Terminus,4.2,,"4,650",,,,,1587,18.9687431,72.8236458,"1,100"
724,Avion Hotel,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.3,,"4,205",,,,,1154,19.07283,72.88261,"1,033"
725,Blossom Dormitory ( For Male and Female),Mumbai,Sakinaka ,T2 - Chhatrapati Shivaji International Airport,3.6,,678,,,,,214,19.07283,72.88261,189
726,Comfort Inn Heritage,Mumbai,South Mumbai,,3.9,,"4,743",,,,,963,19.07283,72.88261,"1,122"
727,Hotel Planet Residency,Mumbai,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.8,,"3,726",,,,,1064,19.07283,72.88261,"1,028"
728,Hotel Kohinoor Elite,Mumbai,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,4.1,,"7,250",,,,,2183,19.080719,72.8855891,
729,Residency Hotel Andheri,Mumbai,Andheri East ,T1 - Chhatrapati Shivaji International Airport,4,,"4,883",,,,,1866,19.1130335,72.8445624,"1,155"
